Year,Tm,Lg,G,W,L,Ties,WL,pythWL,Finish,GB,Playoffs,R,RA,Attendance,BatAge,PAge,TopPlayer,Managers,current
1931,St. Louis Cardinals,NL,154,101,53,0,0.656,0.627,1st of 8,--,Won WS (4-3),815,614,"608,535",30,30.4,C.Hafey (4.2),G.Street (101-53),St. Louis Cardinals
1930,St. Louis Cardinals,NL,154,92,62,0,0.597,0.611,1st of 8,--,Lost WS (4-2),1004,784,"508,501",29.6,30.9,F.Frisch (4.7),G.Street (92-62),St. Louis Cardinals
1929,St. Louis Cardinals,NL,154,78,74,2,0.513,0.514,4th of 8,20,,831,806,"399,887",28.4,32.3,C.Hafey (4.3),"B.Southworth (43-45), G.Street (1-0) and B.McKechnie (34-29)",St. Louis Cardinals
1928,St. Louis Cardinals,NL,154,95,59,0,0.617,0.607,1st of 8,--,Lost WS (4-0),807,636,"761,574",28.9,32.1,B.Sherdel (5.9),B.McKechnie (95-59),St. Louis Cardinals
1927,St. Louis Cardinals,NL,153,92,61,0,0.601,0.557,2nd of 8,1.5,,754,665,"749,340",27.8,31.4,F.Frisch (9.2),B.O'Farrell (92-61),St. Louis Cardinals
1926,St. Louis Cardinals,NL,156,89,65,2,0.578,0.585,1st of 8,--,Won WS (4-3),817,678,"668,428",26.8,28.8,L.Bell (4.4),R.Hornsby (89-65),St. Louis Cardinals
1925,St. Louis Cardinals,NL,153,77,76,0,0.503,0.537,4th of 8,18,,828,764,"404,959",27,27.8,R.Hornsby (10.2),B.Rickey (13-25) and R.Hornsby (64-51),St. Louis Cardinals
1924,St. Louis Cardinals,NL,154,65,89,0,0.422,0.494,6th of 8,28.5,,740,750,"272,885",26.8,27.8,R.Hornsby (12.1),B.Rickey (65-89),St. Louis Cardinals
1923,St. Louis Cardinals,NL,154,79,74,1,0.516,0.509,5th of 8,16,,746,732,"338,551",27.5,29.8,R.Hornsby (6.7),B.Rickey (79-74),St. Louis Cardinals
1922,St. Louis Cardinals,NL,154,85,69,0,0.552,0.524,3rd of 8,8,,863,819,"536,998",28.1,29,R.Hornsby (10.0),B.Rickey (85-69),St. Louis Cardinals
1921,St. Louis Cardinals,NL,154,87,66,1,0.569,0.578,3rd of 8,7,,809,681,"384,773",27.2,27.3,R.Hornsby (10.8),B.Rickey (87-66),St. Louis Cardinals
1920,St. Louis Cardinals,NL,155,75,79,1,0.487,0.495,5th of 8,18,,675,682,"326,836",26.4,27.2,R.Hornsby (9.6),B.Rickey (75-79),St. Louis Cardinals
1919,St. Louis Cardinals,NL,138,54,83,1,0.394,0.42,7th of 8,40.5,,463,552,"167,059",25.9,26.2,R.Hornsby (6.7),B.Rickey (54-83),St. Louis Cardinals
1918,St. Louis Cardinals,NL,131,51,78,2,0.395,0.432,8th of 8,33,,454,527,"110,599",25.8,26.7,R.Hornsby (5.4),J.Hendricks (51-78),St. Louis Cardinals
1917,St. Louis Cardinals,NL,154,82,70,2,0.539,0.47,3rd of 8,15,,531,567,"288,491",25.5,26.4,R.Hornsby (9.9),M.Huggins (82-70),St. Louis Cardinals
1916,St. Louis Cardinals,NL,153,60,93,0,0.392,0.375,7th of 8,33.5,,476,629,"224,308",25.9,26,R.Hornsby (4.9),M.Huggins (60-93),St. Louis Cardinals
1915,St. Louis Cardinals,NL,157,72,81,4,0.471,0.492,6th of 8,18.5,,590,601,"252,666",27.6,26.7,F.Snyder (4.2),M.Huggins (72-81),St. Louis Cardinals
1914,St. Louis Cardinals,NL,157,81,72,4,0.529,0.515,3rd of 8,13,,558,540,"256,099",27.4,25.9,S.Sallee (5.6),M.Huggins (81-72),St. Louis Cardinals
1913,St. Louis Cardinals,NL,153,51,99,3,0.34,0.342,8th of 8,49,,528,755,"203,531",27.9,24.9,S.Sallee (6.2),M.Huggins (51-99),St. Louis Cardinals
1912,St. Louis Cardinals,NL,153,63,90,0,0.412,0.396,6th of 8,41,,659,830,"241,759",26.1,25,S.Sallee (5.5),R.Bresnahan (63-90),St. Louis Cardinals
1911,St. Louis Cardinals,NL,158,75,74,9,0.503,0.452,5th of 8,22,,671,745,"447,768",26.2,24.1,E.Konetchy (5.1),R.Bresnahan (75-74),St. Louis Cardinals
1910,St. Louis Cardinals,NL,153,63,90,0,0.412,0.447,7th of 8,40.5,,639,718,"355,668",26.4,25.3,E.Konetchy (5.1),R.Bresnahan (63-90),St. Louis Cardinals
1909,St. Louis Cardinals,NL,154,54,98,2,0.355,0.398,7th of 8,56,,583,731,"299,982",26.5,24.1,E.Konetchy (4.8),R.Bresnahan (54-98),St. Louis Cardinals
1908,St. Louis Cardinals,NL,154,49,105,0,0.318,0.278,8th of 8,50,,372,626,"205,129",26.5,25.4,B.Raymond (5.3),J.McCloskey (49-105),St. Louis Cardinals
1907,St. Louis Cardinals,NL,155,52,101,2,0.34,0.335,8th of 8,55.5,,419,610,"185,377",26.1,26.9,E.Karger (6.9),J.McCloskey (52-101),St. Louis Cardinals
1906,St. Louis Cardinals,NL,154,52,98,4,0.347,0.385,7th of 8,63,,470,607,"283,770",28.3,25.8,J.Taylor (3.7),J.McCloskey (52-98),St. Louis Cardinals
1905,St. Louis Cardinals,NL,154,58,96,0,0.377,0.359,6th of 8,47.5,,535,734,"292,800",28.7,27.9,H.Smoot (3.3),"K.Nichols (5-9), J.Burke (34-56) and S.Robison (19-31)",St. Louis Cardinals
1904,St. Louis Cardinals,NL,155,75,79,1,0.487,0.505,5th of 8,31.5,,602,595,"386,750",28.4,29.5,K.Nichols (7.5),K.Nichols (75-79),St. Louis Cardinals
1903,St. Louis Cardinals,NL,139,43,94,2,0.314,0.304,8th of 8,46.5,,505,795,"226,538",27.5,25.3,M.Brown (2.7),P.Donovan (43-94),St. Louis Cardinals
1902,St. Louis Cardinals,NL,140,56,78,6,0.418,0.368,6th of 8,44.5,,517,695,"226,417",28.4,25.1,M.O'Neill (4.0),P.Donovan (56-78),St. Louis Cardinals
1901,St. Louis Cardinals,NL,142,76,64,2,0.543,0.563,4th of 8,14.5,,792,689,"379,988",28.8,25,B.Wallace (7.7),P.Donovan (76-64),St. Louis Cardinals
1900,St. Louis Cardinals,NL,142,65,75,2,0.464,0.498,5th of 8,19,,744,748,"270,000",28.6,27.8,C.Young (7.3),P.Tebeau (42-50) and L.Heilbroner (23-25),St. Louis Cardinals
1899,St. Louis Perfectos,NL,155,84,67,4,0.556,0.547,5th of 12,18.5,,819,739,"373,909",27.9,26.8,C.Young (8.4),P.Tebeau (84-67),St. Louis Cardinals
1898,St. Louis Browns,NL,154,39,111,4,0.26,0.291,12th of 12,63.5,,571,929,"151,700",30,25.9,L.Cross (4.5),T.Hurst (39-111),St. Louis Cardinals
1897,St. Louis Browns,NL,132,29,102,1,0.221,0.247,12th of 12,63.5,,592,1088,"136,400",27.9,26.7,M.Cross (3.5),"T.Dowd (6-22), H.Nicol (8-32), B.Hallman (13-36) and C.Von Der Ahe (2-12)",St. Louis Cardinals
1896,St. Louis Browns,NL,131,40,90,1,0.308,0.305,11th of 12,50.5,,593,929,"184,000",27.4,26.6,T.Breitenstein (4.5),"H.Diddlebock (7-10), A.Latham (0-3), C.Von Der Ahe (0-2), R.Connor (8-37) and T.Dowd (25-38)",St. Louis Cardinals
1895,St. Louis Browns,NL,135,39,92,4,0.298,0.357,11th of 12,48.5,,752,1036,"170,000",28.5,25.6,T.Breitenstein (7.3),"A.Buckenberger (16-34), C.Von Der Ahe (1-0), J.Quinn (11-28) and L.Phelan (11-30)",St. Louis Cardinals
1894,St. Louis Browns,NL,133,56,76,1,0.424,0.404,9th of 12,35,,771,953,"155,000",27.5,24.3,T.Breitenstein (9.6),D.Miller (56-76),St. Louis Cardinals
1893,St. Louis Browns,NL,135,57,75,3,0.432,0.451,10th of 12,30.5,,745,829,"195,000",26.6,24.2,T.Breitenstein (10.8),B.Watkins (57-75),St. Louis Cardinals
1892,St. Louis Browns,NL,155,56,94,5,0.373,0.378,11th of 12,46,,703,922,"192,442",28.6,24.8,K.Gleason (6.0),"J.Glasscock (1-3), C.Stricker (6-17), J.Crooks (27-33), G.Gore (6-9) and B.Caruthers (16-32)",St. Louis Cardinals
1891,St. Louis Browns,AA,141,85,51,5,0.625,0.618,2nd of 9,8.5,,959,738,,26.7,21.9,J.Stivetts (9.4),C.Comiskey (86-52),St. Louis Cardinals
1890,St. Louis Browns,AA,139,78,58,3,0.574,0.576,3rd of 9,12,,870,736,,26,23.1,J.Stivetts (7.8),"T.McCarthy (15-12), J.Kerins (9-8), C.Roseman (7-8), C.Campau (27-14) and J.Gerhardt (20-16)",St. Louis Cardinals
1889,St. Louis Browns,AA,141,90,45,6,0.667,0.651,2nd of 8,2,,957,680,,25.8,21.2,I.Chamberlain (9.4),C.Comiskey (90-45),St. Louis Cardinals
1888,St. Louis Browns,AA,137,92,43,2,0.681,0.697,1st of 8,--,Lost WS (6-4),789,501,,25.6,20,S.King (15.8),C.Comiskey (92-43),St. Louis Cardinals
1887,St. Louis Browns,AA,138,95,40,3,0.704,0.674,1st of 8,--,Lost WS (10-5),1131,761,,26.3,23.2,B.Caruthers (11.0),C.Comiskey (95-40),St. Louis Cardinals
1886,St. Louis Browns,AA,139,93,46,0,0.669,0.701,1st of 8,--,Won WS (4-2),944,592,,26.2,24.6,B.Caruthers (11.9),C.Comiskey (93-46),St. Louis Cardinals
1885,St. Louis Browns,AA,112,79,33,0,0.705,0.669,1st of 8,--,Tied in WS (3-3-1),677,461,,25.7,25,B.Caruthers (10.0),C.Comiskey (79-33),St. Louis Cardinals
1884,St. Louis Browns,AA,110,67,40,3,0.626,0.59,4th of 13,8,,658,539,,25.8,27,A.Latham (4.3),J.Williams (51-33) and C.Comiskey (16-7),St. Louis Cardinals
1883,St. Louis Browns,AA,98,65,33,0,0.663,0.632,2nd of 8,1,,549,409,,25.3,26.2,T.Mullane (6.5),T.Sullivan (53-26) and C.Comiskey (12-7),St. Louis Cardinals
1882,St. Louis Brown Stockings,AA,80,37,43,0,0.463,0.402,5th of 6,18,,399,496,,26.4,26.7,J.McGinnis (2.3),N.Cuthbert (37-43),St. Louis Cardinals
2016,Tampa Bay Rays,AL East,162,68,94,0,0.42,0.473,5th of 5,25,,672,713,"1,286,163",27.7,26.9,K.Kiermaier (5.5),K.Cash (68-94),Tampa Bay Rays
2015,Tampa Bay Rays,AL East,162,80,82,0,0.494,0.501,4th of 5,13,,644,642,"1,287,054",28.4,26.7,K.Kiermaier (7.3),K.Cash (80-82),Tampa Bay Rays
2014,Tampa Bay Rays,AL East,162,77,85,0,0.475,0.49,4th of 5,19,,612,625,"1,446,464",29.3,28.4,B.Zobrist (4.9),J.Maddon (77-85),Tampa Bay Rays
2013,Tampa Bay Rays,AL East,163,92,71,0,0.564,0.537,2nd of 5,5.5,Lost LDS (3-1),700,646,"1,510,300",29.6,29,E.Longoria (6.2),J.Maddon (92-71),Tampa Bay Rays
2012,Tampa Bay Rays,AL East,162,90,72,0,0.556,0.586,3rd of 5,5,,697,577,"1,559,681",29.7,28.1,D.Price (6.9),J.Maddon (90-72),Tampa Bay Rays
2011,Tampa Bay Rays,AL East,162,91,71,0,0.562,0.564,2nd of 5,6,Lost LDS (3-1),707,614,"1,529,188",28.3,27.8,B.Zobrist (8.7),J.Maddon (91-71),Tampa Bay Rays
2010,Tampa Bay Rays,AL East,162,96,66,0,0.593,0.596,1st of 5,--,Lost LDS (3-2),802,649,"1,864,999",27.7,28,E.Longoria (8.1),J.Maddon (96-66),Tampa Bay Rays
2009,Tampa Bay Rays,AL East,162,84,78,0,0.519,0.529,3rd of 5,19,,803,754,"1,874,962",28,28.4,B.Zobrist (8.6),J.Maddon (84-78),Tampa Bay Rays
2008,Tampa Bay Rays,AL East,162,97,65,0,0.599,0.565,1st of 5,--,Lost WS (4-1),774,671,"1,811,986",27.2,27.5,C.Pena (5.1),J.Maddon (97-65),Tampa Bay Rays
2007,Tampa Bay Devil Rays,AL East,162,66,96,0,0.407,0.415,5th of 5,30,,782,944,"1,387,603",26.1,27,C.Pena (7.2),J.Maddon (66-96),Tampa Bay Rays
2006,Tampa Bay Devil Rays,AL East,162,61,101,0,0.377,0.402,5th of 5,36,,689,856,"1,368,950",27.3,27,C.Crawford (4.5),J.Maddon (61-101),Tampa Bay Rays
2005,Tampa Bay Devil Rays,AL East,162,67,95,0,0.414,0.4,5th of 5,28,,750,936,"1,141,669",27.5,27.4,C.Crawford (4.4),L.Piniella (67-95),Tampa Bay Rays
2004,Tampa Bay Devil Rays,AL East,161,70,91,0,0.435,0.425,4th of 5,30.5,,714,842,"1,274,911",28.1,27.5,C.Crawford (4.9),L.Piniella (70-91),Tampa Bay Rays
2003,Tampa Bay Devil Rays,AL East,162,63,99,0,0.389,0.42,5th of 5,38,,715,852,"1,058,695",26.4,26.4,A.Huff (4.0),L.Piniella (63-99),Tampa Bay Rays
2002,Tampa Bay Devil Rays,AL East,161,55,106,0,0.342,0.362,5th of 5,48,,673,918,"1,065,742",27,26.9,R.Winn (4.9),H.McRae (55-106),Tampa Bay Rays
2001,Tampa Bay Devil Rays,AL East,162,62,100,0,0.383,0.376,5th of 5,34,,672,887,"1,298,365",28,26.9,T.Sturtze (3.3),L.Rothschild (4-10) and H.McRae (58-90),Tampa Bay Rays
2000,Tampa Bay Devil Rays,AL East,161,69,92,0,0.429,0.437,5th of 5,18,,733,842,"1,449,673",30.1,29.3,A.Lopez (3.2),L.Rothschild (69-92),Tampa Bay Rays
1999,Tampa Bay Devil Rays,AL East,162,69,93,0,0.426,0.424,5th of 5,29,,772,913,"1,562,827",30.1,29.6,F.McGriff (4.0),L.Rothschild (69-93),Tampa Bay Rays
1998,Tampa Bay Devil Rays,AL East,162,63,99,0,0.389,0.413,5th of 5,51,,620,751,"2,506,293",29,27.9,R.Arrojo (4.1),L.Rothschild (63-99),Tampa Bay Rays
2016,Texas Rangers,AL West,162,95,67,0,0.586,0.505,1st of 5,--,Lost LDS (3-0),765,757,"2,710,402",28.4,28.8,A.Beltre (6.4),J.Banister (95-67),Texas Rangers
2015,Texas Rangers,AL West,162,88,74,0,0.543,0.511,1st of 5,--,Lost LDS (3-2),751,733,"2,491,875",28.6,28.1,A.Beltre (5.8),J.Banister (88-74),Texas Rangers
2014,Texas Rangers,AL West,162,67,95,0,0.414,0.412,5th of 5,31,,637,773,"2,718,733",28.4,27.9,A.Beltre (7.0),R.Washington (53-87) and T.Bogar (14-8),Texas Rangers
2013,Texas Rangers,AL West,163,91,72,0,0.558,0.563,2nd of 5,5.5,,730,636,"3,178,273",29.5,27.9,Y.Darvish (5.7),R.Washington (91-72),Texas Rangers
2012,Texas Rangers,AL West,162,93,69,0,0.574,0.561,2nd of 4,1,Lost ALWC (1-0),808,707,"3,460,280",29.7,28.8,A.Beltre (7.2),R.Washington (93-69),Texas Rangers
2011,Texas Rangers,AL West,162,96,66,0,0.593,0.605,1st of 4,--,Lost WS (4-3),855,677,"2,946,949",29.2,28.8,I.Kinsler (7.1),R.Washington (96-66),Texas Rangers
2010,Texas Rangers,AL West,162,90,72,0,0.556,0.562,1st of 4,--,Lost WS (4-1),787,687,"2,505,171",28.3,27.6,J.Hamilton (8.7),R.Washington (90-72),Texas Rangers
2009,Texas Rangers,AL West,162,87,75,0,0.537,0.526,2nd of 4,10,,784,740,"2,156,016",27.8,27.7,I.Kinsler (6.0),R.Washington (87-75),Texas Rangers
2008,Texas Rangers,AL West,162,79,83,0,0.488,0.468,2nd of 4,21,,901,967,"1,945,677",27.7,28.1,J.Hamilton (5.4),R.Washington (79-83),Texas Rangers
2007,Texas Rangers,AL West,162,75,87,0,0.463,0.485,4th of 4,19,,816,844,"2,353,862",29.3,27.7,I.Kinsler (4.1),R.Washington (75-87),Texas Rangers
2006,Texas Rangers,AL West,162,80,82,0,0.494,0.529,3rd of 4,13,,835,784,"2,388,757",28.4,28.3,G.Matthews (5.2),B.Showalter (80-82),Texas Rangers
2005,Texas Rangers,AL West,162,79,83,0,0.488,0.504,3rd of 4,16,,865,858,"2,525,221",28.1,30.5,M.Teixeira (7.2),B.Showalter (79-83),Texas Rangers
2004,Texas Rangers,AL West,162,89,73,0,0.549,0.536,3rd of 4,3,,860,794,"2,513,685",27.9,30.6,R.Drese (5.2),B.Showalter (89-73),Texas Rangers
2003,Texas Rangers,AL West,162,71,91,0,0.438,0.427,4th of 4,25,,826,969,"2,094,394",28.4,28.1,A.Rodriguez (8.4),B.Showalter (71-91),Texas Rangers
2002,Texas Rangers,AL West,162,72,90,0,0.444,0.479,4th of 4,31,,843,882,"2,352,397",29,29.7,A.Rodriguez (8.8),J.Narron (72-90),Texas Rangers
2001,Texas Rangers,AL West,162,73,89,0,0.451,0.462,4th of 4,43,,890,968,"2,831,021",29.8,28.5,A.Rodriguez (8.3),J.Oates (11-17) and J.Narron (62-72),Texas Rangers
2000,Texas Rangers,AL West,162,71,91,0,0.438,0.437,4th of 4,20.5,,848,974,"2,588,401",29.4,28.7,K.Rogers (5.1),J.Oates (71-91),Texas Rangers
1999,Texas Rangers,AL West,162,95,67,0,0.586,0.544,1st of 4,--,Lost LDS (3-0),945,859,"2,771,469",30.7,30.1,I.Rodriguez (6.4),J.Oates (95-67),Texas Rangers
1998,Texas Rangers,AL West,162,88,74,0,0.543,0.535,1st of 4,--,Lost LDS (3-0),940,871,"2,927,399",30,29.9,I.Rodriguez (6.4),J.Oates (88-74),Texas Rangers
1997,Texas Rangers,AL West,162,77,85,0,0.475,0.491,3rd of 4,13,,807,823,"2,945,228",28.4,29.7,I.Rodriguez (6.5),J.Oates (77-85),Texas Rangers
1996,Texas Rangers,AL West,163,90,72,1,0.556,0.568,1st of 4,--,Lost LDS (3-1),928,799,"2,889,020",29.5,30.5,K.Hill (6.6),J.Oates (90-72),Texas Rangers
1995,Texas Rangers,AL West,144,74,70,0,0.514,0.481,3rd of 4,4.5,,691,720,"1,985,910",29.2,30.6,K.Rogers (5.8),J.Oates (74-70),Texas Rangers
1994,Texas Rangers,AL West,114,52,62,0,0.456,0.442,1st of 4,--,,613,697,"2,503,198",27.5,29,W.Clark (3.6),K.Kennedy (52-62),Texas Rangers
1993,Texas Rangers,AL West,162,86,76,0,0.531,0.548,2nd of 7,8,,835,751,"2,244,616",27.8,30.3,R.Palmeiro (6.9),K.Kennedy (86-76),Texas Rangers
1992,Texas Rangers,AL West,162,77,85,0,0.475,0.455,4th of 7,19,,682,753,"2,198,231",27.4,29.6,K.Brown (4.8),B.Valentine (45-41) and T.Harrah (32-44),Texas Rangers
1991,Texas Rangers,AL West,162,85,77,0,0.525,0.508,3rd of 7,10,,829,814,"2,297,720",27.8,29,J.Franco (6.2),B.Valentine (85-77),Texas Rangers
1990,Texas Rangers,AL West,162,83,79,0,0.512,0.487,3rd of 7,20,,676,696,"2,057,911",27.6,30.3,J.Franco (6.8),B.Valentine (83-79),Texas Rangers
1989,Texas Rangers,AL West,162,83,79,0,0.512,0.488,4th of 7,16,,695,714,"2,043,993",27.1,29.8,R.Sierra (5.9),B.Valentine (83-79),Texas Rangers
1988,Texas Rangers,AL West,161,70,91,0,0.435,0.435,6th of 7,33.5,,637,735,"1,581,901",26.7,28,S.Buechele (4.2),B.Valentine (70-91),Texas Rangers
